,name,property_type,room_type,bed_type,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,host_id,host_name,host_neighbourhood,country,review_scores_rating
161,East Village Sanctuary,Apartment,Entire home/apt,Real Bed,1.0,1.0,19,1.0,200.0,125.0,57107571,Molly,East Village,United States,100.0
162,Alcam Colon 52 Apartment,Apartment,Entire home/apt,Real Bed,2.0,3.0,0,2.0,91.0,94.07480119284294,396363,Oscar And Diego,La Sagrada Família,Spain,93.09924038225925
163,Alcam Colón 42 Apartment,Apartment,Entire home/apt,Real Bed,2.0,3.0,1,2.0,91.0,94.07480119284294,396363,Oscar And Diego,La Sagrada Família,Spain,80.0
164,Spacious room Kadıköy Yeldeğirmeni,Apartment,Private room,Real Bed,1.0,1.0,1,1.0,47.0,94.07480119284294,22677216,Onur,Humaitá,Turkey,100.0
165,Sunny 1 or 2 BR apt in Boerum Hill,Apartment,Entire home/apt,Real Bed,1.0,1.0,215,1.0,189.0,80.0,6048514,Judy,Boerum Hill,United States,98.0
166,Ótimo Apto proximo Parque Olimpico,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,40.0,94.07480119284294,41813973,Mar,Vila de Gràcia,Spain,93.09924038225925
167,2 Bdrm/2 Bath  Family Suite Ocean View,Condominium,Entire home/apt,Real Bed,2.0,4.0,103,2.0,325.0,350.0,1671879,Roger,Waikiki,United States,82.0
168,Room 1 near Jordan Mtr station 1min,Apartment,Private room,Real Bed,1.0,1.0,105,1.0,400.0,50.0,45448833,Tungshing,Jordan,Hong Kong,88.0
169,Sunny Bedroom in Downtown Montreal,Apartment,Private room,Real Bed,1.0,1.0,1,1.0,21.0,94.07480119284294,57521137,Cristina,Downtown Montreal,Canada,80.0
170,Newly and comfortable apt,Condominium,Entire home/apt,Real Bed,0.0,1.0,206,1.0,463.0,120.0,37031267,Michelle&May,Tsim Sha Tsui,Hong Kong,94.0
171,Room 3 near Jardan mtr station 1min,Apartment,Private room,Real Bed,1.0,1.0,139,1.0,298.0,50.0,45448833,Tungshing,Jordan,Hong Kong,89.0
172,"Home, Sweet, Harlem. Welcome!",Apartment,Entire home/apt,Real Bed,1.0,1.0,199,1.0,110.0,10.0,24800102,Kevin,East Harlem,United States,90.0
173,Convenient & Cozy Private Rm@Jordan,Apartment,Private room,Real Bed,1.0,1.0,211,1.0,424.0,50.0,56949831,Sam,Jordan,Hong Kong,97.0
174,"Amazing NEW Food Lover Balcony, close to FIRA, MWC",Apartment,Entire home/apt,Real Bed,2.0,2.0,130,1.0,84.0,69.0,11170203,Kerrisdale Holdings SLU,El Poble-sec,Spain,95.0
175,Nice Decorated Studio in Central,Townhouse,Entire home/apt,Real Bed,0.0,2.0,0,1.0,633.0,211.0,17638280,Enes,Downtown Toronto,Turkey,93.09924038225925
176,MONTJUIC FOUNTAINS APARTMENT,Apartment,Entire home/apt,Real Bed,4.0,6.0,43,2.0,85.0,50.0,6099660,Barcelona Bedroom,Dreta de l'Eixample,Spain,87.0
177,DOUBLE ROOM IN THE HEART OF BCN,Apartment,Private room,Real Bed,1.0,1.0,108,1.0,25.0,25.0,35858044,Isabel,Sant Pere/Santa Caterina,Spain,90.0
178,Spacious and quiet duplex apartment in Poble Sec,Apartment,Entire home/apt,Real Bed,3.0,7.0,129,2.0,130.0,65.0,6107595,Cristina,El Poble-sec,Spain,95.0
179,Double Room,Bed and breakfast,Private room,Real Bed,1.0,2.0,0,1.0,359.0,94.07480119284294,57838569,Bugra,Sultanahmet,Turkey,93.09924038225925
180,Charming apartment in Santa Teresa,Villa,Entire home/apt,Real Bed,3.0,4.0,7,1.5,209.0,169.0,57846393,Branca,Santa Teresa,Brazil,94.0
181,1 or 2 rooms with private terrace in shared flat,Apartment,Private room,Real Bed,2.0,2.0,57,1.0,65.0,35.0,3320587,Capitaine,La Nova Esquerra de l'Eixample,Spain,97.0
182,Burgazada da çarşıya yakın daire,Apartment,Entire home/apt,Real Bed,2.0,3.0,22,1.0,348.0,50.0,57921954,Eser,Carroll Gardens,Turkey,94.0
183,Clean room in quiet area,Apartment,Private room,Real Bed,1.0,1.0,27,1.0,188.0,94.07480119284294,57929069,Tim,Forest Lodge,Hong Kong,92.0
184,A cosy room for female student,Apartment,Private room,Real Bed,1.0,1.0,2,1.0,90.0,60.0,57620332,Buckun,Baixa,Turkey,100.0
185,SPACIOUS RAMBLA CATALUÑA,Apartment,Entire home/apt,Real Bed,4.0,5.0,1,2.0,130.0,30.0,23377306,Celia,L'Antiga Esquerra de l'Eixample,Spain,80.0
186,Cozy Chinatown studio apartment,Apartment,Entire home/apt,Real Bed,0.0,1.0,26,1.0,100.0,94.07480119284294,17259339,Maia,Chinatown,United States,97.0
187,"Bright, Bohemian, Spacious Apt in Williamsburg",Condominium,Entire home/apt,Real Bed,1.0,1.0,16,1.0,125.0,55.0,2843987,Simona,Williamsburg,United States,97.0
188,2 Bedroom in The East Village!,Apartment,Entire home/apt,Airbed,2.0,3.0,19,1.0,125.0,94.07480119284294,35320932,Samantha,Gramercy Park,United States,88.0
189,habitación doble tranquila con luz,Apartment,Private room,Real Bed,1.0,1.0,23,1.0,31.0,94.07480119284294,28376927,Vanessa,Catete,Spain,86.0
190,Lovely room in Caueway Bay!,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,353.0,94.07480119284294,58284747,Julia,Happy Valley,Hong Kong,93.09924038225925
191,1921 15kms from Sydney CBD with Pool Spa parking.,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,506.0,94.07480119284294,3072862,Levent,Sultanahmet,Turkey,93.09924038225925
192,2 Bedroom Ipanema-Copacabana,Apartment,Entire home/apt,Real Bed,2.0,5.0,2,1.5,306.0,160.0,12431812,Zuzu,Gávea,Brazil,100.0
193,302 Kanai A Nalu Ocean front/view,Condominium,Entire home/apt,Real Bed,2.0,3.0,7,2.0,400.0,270.0,733802,Kathy,Kihei/Wailea,United States,97.0
194,Large Duplex in Midtown East with backyard!,Apartment,Entire home/apt,Real Bed,2.0,4.0,112,2.0,350.0,155.0,26304763,Boris,Midtown East,United States,92.0
195,Prince Kuhio 315 ocean view steps to the beach,Apartment,Private room,Real Bed,1.0,1.0,4,1.0,234.0,141.0,756093,Joshua,Kauaʻi,United States,100.0
196,"Mongkok Luxury Studio, New Reno *4A",Apartment,Entire home/apt,Real Bed,0.0,1.0,1,1.0,298.0,240.0,14861546,Tane Residence,Causeway Bay,Hong Kong,100.0
197,Conveniently located apartment,Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,793.0,94.07480119284294,6188776,Jayme,Sheung Wan,Hong Kong,93.09924038225925
198,Pineapple Paradise,Apartment,Entire home/apt,Real Bed,0.0,1.0,87,1.0,135.0,150.0,6194110,Kelly,Waikiki,United States,96.0
199,NEW FLAT + PRIVATE ROOFTOP IN SAY YING PUN,Apartment,Entire home/apt,Real Bed,2.0,2.0,3,1.0,903.0,0.0,20204555,Jorge,Sai Ying Pun,Hong Kong,90.0
200,Executive Luxury design Apartment,Apartment,Entire home/apt,Real Bed,2.0,2.0,35,1.0,461.0,94.07480119284294,6205300,Sarah,Woollahra,Australia,99.0
201,Sugar Beach Resort 1BR Ground Floor Condo !,Condominium,Entire home/apt,Real Bed,1.0,1.0,0,1.0,239.0,193.0,2154262,Condominium Rentals Hawaii,Kihei/Wailea,United States,93.09924038225925
202,Amazing Upper West Side Loft-Studio,Loft,Entire home/apt,Real Bed,1.4117117117117117,1.0,12,1.0,79.0,100.0,3038687,Karen,Midtown,United States,93.0
203,Huge bedroom in luxurious apartment,Apartment,Private room,Real Bed,1.0,1.0,2,1.0,40.0,94.07480119284294,5650826,Colin,East Harlem,United States,100.0
204,Furnished Nolita Studio,Apartment,Entire home/apt,Real Bed,0.0,1.0,0,1.0,200.0,100.0,6233644,Sri,Nolita,United States,93.09924038225925
205,cozy house and garden in the heart of Montréal,Apartment,Entire home/apt,Real Bed,2.0,2.0,5,1.0,64.0,25.0,7747793,Teodora,Ville-Marie,Canada,100.0
206,HAPPY TO HELP YOU,Apartment,Private room,Real Bed,1.0,1.0,0,2.0,227.0,94.07480119284294,59658503,Hakan,Alphabet City,Turkey,93.09924038225925
207,Cottage on Kona Coffee Farm,Cabin,Entire home/apt,Real Bed,1.0,1.0,1,1.0,65.0,94.07480119284294,53836,Brad & Linda,Island of Hawaiʻi,United States,93.09924038225925
208,Bundeena Garden Studio near beaches,Cabin,Entire home/apt,Real Bed,1.0,1.0,230,1.0,109.0,30.0,6245401,Belinda,Hell's Kitchen,Australia,98.0
209,Quiet room in central Istanbul,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,95.0,60.0,59727467,Aliş Hüseyin,Pyrmont,Turkey,93.09924038225925
210,Beautiful Ensuite Room -Easy access to city,House,Private room,Real Bed,1.0,1.0,2,2.5,75.0,50.0,12716878,Marina,Stuyvesant Heights,Australia,93.09924038225925
211,2 confortables habitaciones en el centro de BCN!,Apartment,Private room,Real Bed,2.0,2.0,54,1.0,35.0,20.0,6251533,Aliona,El Raval,Spain,95.0
212,listing_id: (Phone number hidden by Airbnb) THE BEST LOCATION IN LEBLON,Apartment,Entire home/apt,Real Bed,3.0,4.0,11,3.0,518.0,300.0,33644977,Patricia,Leblon,Brazil,96.0
213,Midillis 202 (Double Room),Apartment,Private room,Real Bed,1.0,1.0,24,1.0,148.0,94.07480119284294,28689814,Kamuran,Sultanahmet,Turkey,98.0
214,Lulapartment II,Apartment,Entire home/apt,Real Bed,2.0,5.0,229,1.5,60.0,20.0,35821827,Cristina,North Shore,Portugal,95.0
215,Loue 1 chambre privée,Apartment,Private room,Real Bed,1.0,1.0,0,2.5,60.0,94.07480119284294,24081198,Jeremy,Gay Village,Canada,93.09924038225925
216,Harbourside Apartment - Water Views,Apartment,Entire home/apt,Real Bed,1.0,2.0,41,1.0,161.0,70.0,6016999,Eleanor,Neutral Bay,Australia,94.0
217,O'Porto Studio | Historic Center,Loft,Entire home/apt,Real Bed,1.0,1.0,380,1.0,40.0,0.0,2220420,Tomás,Surry Hills,Portugal,92.0
218,1 sunny bedroom in large St-Henri appartment,Apartment,Private room,Real Bed,1.0,2.0,2,1.0,70.0,94.07480119284294,9018452,Kim-Sanh,Le Plateau,Canada,100.0
219,Twin Room With Window,Bed and breakfast,Private room,Real Bed,1.0,2.0,38,1.0,283.0,0.0,38038584,Jim,Mong Kok,Hong Kong,95.0
220,Apartamento São Bento da Vitória 2 - Amazing view,Apartment,Entire home/apt,Real Bed,1.0,2.0,211,1.5,80.0,0.0,48943549,Rosa,Pena,Portugal,98.0
221,ROOM + ENSUITE INNER CITY MOD HOUSE,House,Private room,Real Bed,1.0,1.0,12,2.0,125.0,94.07480119284294,6172276,Alison,Lilyfield/Rozelle,Australia,88.0
222,Beautiful in Ipanema for your Family,Apartment,Entire home/apt,Real Bed,3.0,8.0,4,2.5,351.0,250.0,5737780,Fabi,Copacabana,Brazil,100.0
223,The Sassy Lilac Megan Love Room,House,Private room,Real Bed,1.0,1.0,203,1.5,100.0,15.0,25282650,Megan,Cihangir,United States,99.0
224,Luxury 1 Bedroom Central Park Views,Condominium,Entire home/apt,Real Bed,1.0,1.0,24,1.0,1000.0,94.07480119284294,836168,Henry,Upper West Side,United States,98.0
225,Apartamento de Luxo para Olimpíadas,Condominium,Entire home/apt,Real Bed,2.0,2.0,0,2.0,933.0,94.07480119284294,60365338,Leticia,Maui,Brazil,93.09924038225925
226,Brooklyn Bushwhick Private Room,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,35.0,94.07480119284294,7990995,Juno,Bushwick,United States,93.09924038225925
227,"Cosy flat,walking distance tocenter",Apartment,Private room,Real Bed,1.0,2.0,5,2.0,190.0,94.07480119284294,15756802,Aylin,Karlín,Turkey,100.0
228,1 BR 1/2 block to A/B/C/D trains,Apartment,Private room,Real Bed,1.0,1.0,45,1.0,48.0,30.0,6298986,Marcelo,Washington Heights,United States,94.0
229,LightHouse with Sea View,Apartment,Entire home/apt,Real Bed,1.0,1.0,1,1.0,80.0,15.0,37725953,David - LightHouse,High Park North,Portugal,100.0
230,Tai Hang (Causeway Bay) Sunny Aprt',Apartment,Entire home/apt,Real Bed,2.0,2.0,11,1.0,761.0,250.0,1946293,Su,Causeway Bay,Hong Kong,98.0
231,GRACE BEAUTIFUL LOFT IN BARCELONA-At least 32 days,Apartment,Entire home/apt,Real Bed,1.0,1.0,6,1.0,60.0,80.0,4878564,Lourdes,Vila de Gràcia,Spain,65.0
232,6 min. walk to metro & metrobus,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,100.0,94.07480119284294,50752970,Taner,Kalihi Valley,Turkey,93.09924038225925
233,* Lani Beach House,House,Entire home/apt,Real Bed,3.0,5.0,0,2.0,895.0,600.0,1191923,Hawaii,Kuliouou/Kalani Iki,United States,93.09924038225925
234,Brick House: Unique Garden Apartment! King Bed!,Apartment,Entire home/apt,Real Bed,1.0,1.0,37,1.0,125.0,75.0,3483450,Aswad,Bedford-Stuyvesant,United States,94.0
235,"Big, glamorous, 4BR, 3-story house",House,Entire home/apt,Real Bed,4.0,7.0,104,2.0,499.0,175.0,2199502,Jon,Fort Greene,United States,97.0
236,Wellyet Guest House@Room 2,Apartment,Private room,Real Bed,1.0,1.0,36,1.0,267.0,150.0,40699783,Natalie,Tsim Sha Tsui,Hong Kong,90.0
237,Fresh and modern 1BR in Bed-Stuy,Apartment,Entire home/apt,Real Bed,1.0,1.0,180,1.0,79.0,80.0,6334250,Shaila & Alex,Bedford-Stuyvesant,United States,93.0
238,Feel like home,Apartment,Entire home/apt,Real Bed,0.0,1.0,42,1.0,55.0,30.0,61100954,Titi,Le Plateau,Canada,92.0
239,"Bright, sunny quite room Bushwick",Apartment,Private room,Real Bed,1.0,1.0,2,1.0,60.0,5.0,10929225,Louise,Ridgewood,United States,100.0
240,"Bright, Modern, Spacious Duplex Apt",Apartment,Entire home/apt,Real Bed,1.0,1.0,28,1.5,90.0,85.0,1253313,Gabriel,Astoria,United States,98.0
241,The Local Nook // Cozy Kona Hale,Guest suite,Entire home/apt,Real Bed,1.0,2.0,25,1.0,150.0,90.0,29480889,Ciara,Lower East Side,United States,96.0
242,Apartamento en casco antiguo,Apartment,Entire home/apt,Real Bed,3.0,4.0,7,1.0,55.0,80.0,22076771,Luis,El Gòtic,Spain,93.0
243,Museum Mile 1 BR - Madison Ave,Apartment,Entire home/apt,Real Bed,1.0,1.0,7,1.0,133.0,150.0,61391963,Corporate Housing,Upper East Side,United States,80.0
244,"1 bedroom in Astoria, Queens",Apartment,Private room,Real Bed,1.0,1.0,1,1.0,65.0,94.07480119284294,7982432,Joe,Astoria,United States,93.09924038225925
245,The Ohana at Volcanoes National Park!,Guesthouse,Entire home/apt,Real Bed,1.0,3.0,385,1.0,100.0,0.0,31348206,David,Island of Hawaiʻi,United States,98.0
246,Charming apartment with balcony,Apartment,Entire home/apt,Real Bed,1.0,1.0,22,1.0,250.0,160.0,4284876,Silvia,Copacabana,Brazil,93.0
247,Habitación centro Barcelona,Apartment,Private room,Real Bed,1.0,1.0,0,1.0,25.0,10.0,32479280,Alan,Vila de Gràcia,Spain,93.09924038225925
248,Appartement 3 1/2 en résidence,Condominium,Entire home/apt,Real Bed,1.0,1.0,2,1.0,35.0,94.07480119284294,61646690,Lansana,Villeray-Saint-Michel-Parc-Extension,Canada,70.0
249,Charming Private Brooklyn Bedroom,Apartment,Private room,Real Bed,1.0,1.0,58,1.0,105.0,94.07480119284294,4266047,Kris,Greenpoint,United States,98.0
250,Brand new apartment next to HKU,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,550.0,100.0,5473973,Matthias,Shek Tong Tsui,Hong Kong,93.09924038225925
251,Apartamento com 2 quartos Leblon,Apartment,Entire home/apt,Real Bed,2.0,2.0,2,1.0,548.0,99.0,62031792,Rodrigo,Kaimuki,Brazil,100.0
252,.CidadeMaravilhosa.2017RIO,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,246.0,180.0,61415197,Claudio,Kadıköy Merkezi,Brazil,93.09924038225925
253,Studio Apartment w/ Private Rooftop,Apartment,Entire home/apt,Real Bed,0.0,1.0,1,1.0,903.0,94.07480119284294,6394019,Madelon,Sheung Wan,Hong Kong,100.0
254,Apartamento/Loft no Flamengo,Loft,Entire home/apt,Real Bed,0.0,1.0,0,1.0,179.0,100.0,20988214,Cesar,Catete,Brazil,93.09924038225925
255,Next to Barcelona Fair and Magic Fountain,Apartment,Entire home/apt,Real Bed,4.0,4.0,20,1.0,90.0,60.0,1986299,Clickandflat,Dreta de l'Eixample,Spain,84.0
256,Nice room with queen sized bed,Apartment,Private room,Real Bed,1.0,1.0,122,1.5,30.0,20.0,528512,Jen,Mile End,Canada,88.0
257,*CoZy Private Williamsburg Home*,Apartment,Entire home/apt,Real Bed,2.0,4.0,94,1.0,225.0,94.07480119284294,62130666,Sal,Williamsburg,United States,97.0
258,Cozy and modern Lapa-studio,Apartment,Entire home/apt,Real Bed,1.0,2.0,33,1.0,112.0,131.0,8557006,Dejanira,Lapa,Brazil,97.0
259,Aluguel para Olimpiadas,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,2.0,1000.0,94.07480119284294,62148947,Diogo,Downtown Toronto,Brazil,93.09924038225925
260,2 BR Oceanview - Great Location!,Condominium,Entire home/apt,Real Bed,2.0,2.0,17,2.0,200.0,156.0,62150628,Jennifer,Kihei/Wailea,United States,94.0
261,Fabulous occasion orange,Apartment,Entire home/apt,Real Bed,0.0,1.0,163,1.0,34.0,19.0,41161072,Dulce,El Born,Portugal,94.0
262,Cute apt in artist's home,Apartment,Entire home/apt,Real Bed,1.0,1.0,207,1.0,85.0,50.0,44145,Tyrome,Bushwick,United States,87.0
263,Appartement avec gymnase et sauna,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,60.0,94.07480119284294,62289550,François,La Teixonera,Canada,93.09924038225925
264,STUDIO COPACABANA VISTA MAR,Other,Entire home/apt,Real Bed,0.0,3.0,2,1.0,250.0,100.0,62153375,Fernando,Copacabana,Brazil,100.0
265,Bondi beach sunny house,House,Private room,Real Bed,1.0,1.0,1,1.0,55.0,94.07480119284294,4499997,Kate,Bondi Beach,Australia,100.0
266,Two Bed Room Spacious brand new,Apartment,Entire home/apt,Real Bed,2.0,2.0,0,2.0,124.0,20.0,50347595,Amol,Porta,Australia,93.09924038225925
267,Göztepe Single Room,Apartment,Private room,Real Bed,1.0,2.0,0,1.0,42.0,0.0,62441592,Buğra,Pyrmont,Turkey,93.09924038225925
268,★Cozy doble bedroom ★Nearby Christ the Redeemer★,House,Private room,Real Bed,1.0,1.0,76,2.0,52.0,25.0,59638323,Rafaela,Laranjeiras,Brazil,99.0
269,"Conveniently Located, Sunny Brooklyn Heights!",Apartment,Entire home/apt,Real Bed,1.0,1.0,95,1.0,150.0,75.0,593115,LuLu,Brooklyn Heights,United States,90.0
270,Luxury Style Space: ideal for short or longterm!,Apartment,Private room,Real Bed,1.0,1.0,75,1.0,38.0,50.0,50199714,Dellasie,Barra de Guaratiba,United States,90.0
271,Quarto próximo ao Estádio Olímpico,House,Private room,Real Bed,1.0,1.0,0,1.0,142.0,100.0,46024282,Camilla,East New York,Brazil,93.09924038225925
272,"Double Suite, with private bathroom.",Apartment,Private room,Real Bed,1.0,1.0,4,1.0,40.0,10.0,3246867,Eva,Glòries - El Parc,Spain,90.0
273,BEST REVIEWS*BEST MALLS*SAFE STAY*DIMSUM*CWB*MTR,Apartment,Entire home/apt,Real Bed,3.0,4.0,36,2.0,1492.0,942.0,1245194,Susann,Causeway Bay,Hong Kong,83.0
274,☼☼ Lovely Colorful Studio ☼☼ Tsim Sha Tsui,Apartment,Entire home/apt,Real Bed,0.0,1.0,269,1.0,502.0,100.0,62713640,Hester,Can Baro,Hong Kong,92.0
275,Inner City Terrace - 2 rooms 2 beds - 4 ppl.,Townhouse,Private room,Real Bed,2.0,2.0,3,1.5,171.0,0.0,9031139,Jason,Darlington,Australia,100.0
276,Cozy & in the heart of Kowloon,Apartment,Entire home/apt,Real Bed,1.0,1.0,3,1.0,691.0,180.0,41695212,Isabelle,Tsim Sha Tsui,Hong Kong,87.0
277,Charming Private Brooklyn Bedroom,Apartment,Entire home/apt,Real Bed,1.0,2.0,1,1.0,150.0,45.0,2377793,Louis-Philippe,Old Rosemont,Canada,80.0
278,Cozy&clean room in Sisli next to subway,Apartment,Private room,Couch,1.0,1.0,1,1.0,158.0,26.0,27101013,Nur,Gay Village,Turkey,100.0
279,Spacious Four Bedroom Terrace,House,Entire home/apt,Real Bed,4.0,4.0,0,2.0,650.0,94.07480119284294,37118689,Ed,Woolloomooloo,Australia,93.09924038225925
280,Bright Room in Spacious Astoria Apt,Apartment,Private room,Real Bed,1.0,1.0,5,1.0,65.0,94.07480119284294,62939516,Garth,Astoria,United States,96.0
281,PALMS AT WAILEA #905-2BR-REMODELED-LARGE LANAI-AC,Condominium,Entire home/apt,Real Bed,2.0,3.0,18,2.0,240.0,175.0,57940735,Pmi,Kihei/Wailea,United States,99.0
282,"Kowloon Mongkok 1812 Twin Room A, near station",Apartment,Private room,Real Bed,0.0,2.0,71,1.0,306.0,0.0,6361579,Man Ching Athena,Mong Kok,Hong Kong,91.0
283,Beyoğlunda Şirin Kullanışlı Stüdyo2,Apartment,Entire home/apt,Real Bed,1.0,1.0,176,1.0,90.0,94.07480119284294,4174788,İlknur Bülent,Taksim,Turkey,87.0
284,"Casa ""Voltaria"", o desejo de voltar",Apartment,Entire home/apt,Real Bed,3.0,3.0,10,1.0,120.0,94.07480119284294,23993576,Fatima,Soundview,Portugal,93.0
285,"Spacious, bright, central. AC. Rambla Catalunya",Serviced apartment,Entire home/apt,Real Bed,4.0,7.0,4,2.0,599.0,0.0,5878688,Yaiza,Dreta de l'Eixample,Spain,100.0
286,taksim de lux studyo,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,269.0,94.07480119284294,55097201,Cemal,Gay Village,Turkey,93.09924038225925
287,Barra da Tijuca: cobertura ESPETACULAR,Condominium,Entire home/apt,Real Bed,5.0,5.0,1,4.5,1000.0,400.0,63088500,Monica,Barra da Tijuca,Brazil,100.0
288,MODERN CONDO WITH VIEW - GRIFFIN,Apartment,Entire home/apt,Real Bed,2.0,2.0,1,1.0,79.0,94.07480119284294,23898986,Manon,Griffintown,Canada,100.0
289,18C.  NICE AND COZY 2 BEDROOMS. PERFECT LOCATION!,Apartment,Entire home/apt,Real Bed,2.0,2.0,93,1.0,90.0,30.0,9998124,Simple Stay,Le Plateau,Canada,92.0
290,Sunny Courtyard Apartment - Sydney,Apartment,Entire home/apt,Real Bed,1.0,1.0,0,1.0,165.0,35.0,6550117,Shane,Waterloo,Australia,93.09924038225925
291,2 BR Queen Size Sunny - Nolita,Apartment,Entire home/apt,Real Bed,2.0,2.0,217,1.0,250.0,150.0,4404268,Brendan,Nolita,United States,94.0
292,O charme de estar em frente à praia,Serviced apartment,Entire home/apt,Real Bed,1.0,1.0,2,1.0,548.0,100.0,48161510,Alexandre,Ala Moana/Kakaako,Brazil,100.0
293,Colourful apt in Plateau/Mile End,Apartment,Entire home/apt,Real Bed,1.0,2.0,25,1.0,75.0,55.0,11461476,Toby,Mile End,Canada,99.0
294,Au cœur de la Petite Patrie,Apartment,Entire home/apt,Real Bed,2.0,4.0,13,1.0,115.0,94.07480119284294,56543131,Zoé,St Peters,Canada,94.0
295,Direct Oceanfront - Unit 149,Condominium,Entire home/apt,Real Bed,0.0,1.0,19,1.0,139.0,90.0,39166875,Hula Now,Richmond Hill,United States,88.0
296,great Terrace&lift city center,Apartment,Entire home/apt,Real Bed,2.0,3.0,213,1.0,58.0,60.0,5432336,Patricia,Vila de Gràcia,Spain,88.0
297,Spacious bedroom with a trundle bed in Botafogo,House,Private room,Real Bed,1.0,2.0,5,1.5,317.0,94.07480119284294,54784222,Ana Rita,Botafogo,Brazil,100.0
298,Cottage in Bondi/Tamarama,Chalet,Entire home/apt,Real Bed,1.0,1.0,0,1.0,242.0,107.0,11031120,Jaclyn,Bondi,Australia,93.09924038225925
299,Apartamento Centro histórico,Apartment,Entire home/apt,Real Bed,1.0,4.0,5,1.0,75.0,94.07480119284294,63486615,Francisco,Les Corts,Portugal,96.0
300,Cruisy apartment by the sea,Apartment,Entire home/apt,Real Bed,0.0,1.0,2,1.0,151.0,20.0,42173021,Dean,Lower East Side,Australia,100.0
301,Amazing Ocean View Condo in Wailea!,Condominium,Entire home/apt,Real Bed,3.0,5.0,65,2.0,345.0,94.07480119284294,3427620,Jim,Kihei/Wailea,United States,98.0
